library_name,batch,sample_name,sequencing_batch,device_operation,habitat,station,cruise,type,experiment,fwd,rev
Brine-0.1-10,LogRomIII,,,,Brackish brine,LogRomIII_10,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-10_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-10_rev.fastq.gz
Brine-0.1-12,LogRomIII,,,,Brackish brine,LogRomIII_12,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-12_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-12_rev.fastq.gz
Brine-0.1-14,LogRomIII,,,,Brackish brine,LogRomIII_14,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-14_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-14_rev.fastq.gz
Brine-0.1-15,LogRomIII,,,,Brackish brine,LogRomIII_15,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-15_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-15_rev.fastq.gz
Brine-0.1-19,LogRomIII,,,,Brackish brine,LogRomIII_19,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-19_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-19_rev.fastq.gz
Brine-0.1-1,LogRomIII,,,,Brackish brine,LogRomIII_1,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-1_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-1_rev.fastq.gz
Brine-0.1-21,LogRomIII,,,,Brackish brine,LogRomIII_21,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-21_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-21_rev.fastq.gz
Brine-0.1-23,LogRomIII,,,,Brackish brine,LogRomIII_23,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-23_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-23_rev.fastq.gz
Brine-0.1-2,LogRomIII,,,,Brackish brine,LogRomIII_2,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-2_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-2_rev.fastq.gz
Brine-0.1-5,LogRomIII,,,,Brackish brine,LogRomIII_5,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-5_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-5_rev.fastq.gz
Brine-0.1-7,LogRomIII,,,,Brackish brine,LogRomIII_7,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-7_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-7_rev.fastq.gz
Brine-0.1-8,LogRomIII,,,,Brackish brine,LogRomIII_8,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-8_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.1-8_rev.fastq.gz
Brine-0.8-10,LogRomIII,,,,Brackish brine,LogRomIII_10,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-10_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-10_rev.fastq.gz
Brine-0.8-12,LogRomIII,,,,Brackish brine,LogRomIII_12,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-12_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-12_rev.fastq.gz
Brine-0.8-14,LogRomIII,,,,Brackish brine,LogRomIII_14,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-14_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-14_rev.fastq.gz
Brine-0.8-15,LogRomIII,,,,Brackish brine,LogRomIII_15,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-15_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-15_rev.fastq.gz
Brine-0.8-19,LogRomIII,,,,Brackish brine,LogRomIII_19,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-19_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-19_rev.fastq.gz
Brine-0.8-1,LogRomIII,,,,Brackish brine,LogRomIII_1,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-1_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-1_rev.fastq.gz
Brine-0.8-21,LogRomIII,,,,Brackish brine,LogRomIII_21,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-21_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-21_rev.fastq.gz
Brine-0.8-23,LogRomIII,,,,Brackish brine,LogRomIII_23,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-23_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-23_rev.fastq.gz
Brine-0.8-2,LogRomIII,,,,Brackish brine,LogRomIII_2,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-2_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-2_rev.fastq.gz
Brine-0.8-5,LogRomIII,,,,Brackish brine,LogRomIII_5,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-5_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-5_rev.fastq.gz
Brine-0.8-7,LogRomIII,,,,Brackish brine,LogRomIII_7,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-7_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-7_rev.fastq.gz
Brine-0.8-8,LogRomIII,,,,Brackish brine,LogRomIII_8,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-8_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-0.8-8_rev.fastq.gz
Brine-3-10,LogRomIII,,,,Brackish brine,LogRomIII_10,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-10_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-10_rev.fastq.gz
Brine-3-12,LogRomIII,,,,Brackish brine,LogRomIII_12,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-12_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-12_rev.fastq.gz
Brine-3-14,LogRomIII,,,,Brackish brine,LogRomIII_14,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-14_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-14_rev.fastq.gz
Brine-3-15,LogRomIII,,,,Brackish brine,LogRomIII_15,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-15_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-15_rev.fastq.gz
Brine-3-19,LogRomIII,,,,Brackish brine,LogRomIII_19,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-19_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-19_rev.fastq.gz
Brine-3-1,LogRomIII,,,,Brackish brine,LogRomIII_1,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-1_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-1_rev.fastq.gz
Brine-3-21,LogRomIII,,,,Brackish brine,LogRomIII_21,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-21_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-21_rev.fastq.gz
Brine-3-23,LogRomIII,,,,Brackish brine,LogRomIII_23,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-23_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-23_rev.fastq.gz
Brine-3-2,LogRomIII,,,,Brackish brine,LogRomIII_2,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-2_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-2_rev.fastq.gz
Brine-3-5,LogRomIII,,,,Brackish brine,LogRomIII_5,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-5_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-5_rev.fastq.gz
Brine-3-7,LogRomIII,,,,Brackish brine,LogRomIII_7,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-7_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-7_rev.fastq.gz
Brine-3-8,LogRomIII,,,,Brackish brine,LogRomIII_8,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-8_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Brine-3-8_rev.fastq.gz
Seawater-0.1-11,LogRomIII,,,,,LogRomIII_11,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-11_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-11_rev.fastq.gz
Seawater-0.1-13,LogRomIII,,,,,LogRomIII_13,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-13_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-13_rev.fastq.gz
Seawater-0.1-17,LogRomIII,,,,,LogRomIII_17,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-17_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-17_rev.fastq.gz
Seawater-0.1-20,LogRomIII,,,,,LogRomIII_20,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-20_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-20_rev.fastq.gz
Seawater-0.1-22,LogRomIII,,,,,LogRomIII_22,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-22_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-22_rev.fastq.gz
Seawater-0.1-24,LogRomIII,,,,,LogRomIII_24,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-24_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-24_rev.fastq.gz
Seawater-0.1-3,LogRomIII,,,,,LogRomIII_3,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-3_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-3_rev.fastq.gz
Seawater-0.1-4,LogRomIII,,,,,LogRomIII_4,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-4_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-4_rev.fastq.gz
Seawater-0.1-6,LogRomIII,,,,,LogRomIII_6,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-6_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-6_rev.fastq.gz
Seawater-0.1-9,LogRomIII,,,,,LogRomIII_9,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-9_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.1-9_rev.fastq.gz
Seawater-0.8-11,LogRomIII,,,,,LogRomIII_11,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-11_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-11_rev.fastq.gz
Seawater-0.8-13,LogRomIII,,,,,LogRomIII_13,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-13_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-13_rev.fastq.gz
Seawater-0.8-17,LogRomIII,,,,,LogRomIII_17,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-17_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-17_rev.fastq.gz
Seawater-0.8-20,LogRomIII,,,,,LogRomIII_20,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-20_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-20_rev.fastq.gz
Seawater-0.8-22,LogRomIII,,,,,LogRomIII_22,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-22_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-22_rev.fastq.gz
Seawater-0.8-24,LogRomIII,,,,,LogRomIII_24,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-24_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-24_rev.fastq.gz
Seawater-0.8-3,LogRomIII,,,,,LogRomIII_3,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-3_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-3_rev.fastq.gz
Seawater-0.8-4,LogRomIII,,,,,LogRomIII_4,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-4_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-4_rev.fastq.gz
Seawater-0.8-6,LogRomIII,,,,,LogRomIII_6,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-6_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-6_rev.fastq.gz
Seawater-0.8-9,LogRomIII,,,,,LogRomIII_9,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-9_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-0.8-9_rev.fastq.gz
Seawater-3-11,LogRomIII,,,,,LogRomIII_11,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-11_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-11_rev.fastq.gz
Seawater-3-13,LogRomIII,,,,,LogRomIII_13,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-13_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-13_rev.fastq.gz
Seawater-3-17,LogRomIII,,,,,LogRomIII_17,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-17_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-17_rev.fastq.gz
Seawater-3-20,LogRomIII,,,,,LogRomIII_20,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-20_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-20_rev.fastq.gz
Seawater-3-22,LogRomIII,,,,,LogRomIII_22,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-22_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-22_rev.fastq.gz
Seawater-3-24,LogRomIII,,,,,LogRomIII_24,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-24_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-24_rev.fastq.gz
Seawater-3-3,LogRomIII,,,,,LogRomIII_3,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-3_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-3_rev.fastq.gz
Seawater-3-4,LogRomIII,,,,,LogRomIII_4,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-4_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-4_rev.fastq.gz
Seawater-3-6,LogRomIII,,,,,LogRomIII_6,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-6_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-6_rev.fastq.gz
Seawater-3-9,LogRomIII,,,,,LogRomIII_9,LogRomIII,DNA,,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-9_fwd.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/odin-2013/genomic/Seawater-3-9_rev.fastq.gz
MOSAIC-FIlterComp191107-Sample25,SciLife,MOSAIC-FIlterComp191107-Sample25,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-FIlterComp191107-Sample25/UD-2940-MOSAIC-FIlterComp191107-Sample25_S196_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-FIlterComp191107-Sample25/UD-2940-MOSAIC-FIlterComp191107-Sample25_S196_L004_R2_001.fastq.gz
MOSAIC-Sample1003,SciLife,MOSAIC-Sample1003,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1003/UD-2940-MOSAIC-Sample1003_S171_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1003/UD-2940-MOSAIC-Sample1003_S171_L004_R2_001.fastq.gz
MOSAIC-Sample1103,SciLife,MOSAIC-Sample1103,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1103/UD-2940-MOSAIC-Sample1103_S172_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1103/UD-2940-MOSAIC-Sample1103_S172_L004_R2_001.fastq.gz
MOSAIC-Sample1203,SciLife,MOSAIC-Sample1203,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1203/UD-2940-MOSAIC-Sample1203_S173_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1203/UD-2940-MOSAIC-Sample1203_S173_L004_R2_001.fastq.gz
MOSAIC-Sample1303,SciLife,MOSAIC-Sample1303,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1303/UD-2940-MOSAIC-Sample1303_S174_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1303/UD-2940-MOSAIC-Sample1303_S174_L004_R2_001.fastq.gz
MOSAIC-Sample1403,SciLife,MOSAIC-Sample1403,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1403/UD-2940-MOSAIC-Sample1403_S175_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1403/UD-2940-MOSAIC-Sample1403_S175_L004_R2_001.fastq.gz
MOSAIC-Sample1503,SciLife,MOSAIC-Sample1503,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1503/UD-2940-MOSAIC-Sample1503_S176_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1503/UD-2940-MOSAIC-Sample1503_S176_L004_R2_001.fastq.gz
MOSAIC-Sample1603,SciLife,MOSAIC-Sample1603,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1603/UD-2940-MOSAIC-Sample1603_S177_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1603/UD-2940-MOSAIC-Sample1603_S177_L004_R2_001.fastq.gz
MOSAIC-Sample1703,SciLife,MOSAIC-Sample1703,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1703/UD-2940-MOSAIC-Sample1703_S178_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1703/UD-2940-MOSAIC-Sample1703_S178_L004_R2_001.fastq.gz
MOSAIC-Sample17,SciLife,MOSAIC-Sample17,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample17/UD-2940-MOSAIC-Sample17_S164_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample17/UD-2940-MOSAIC-Sample17_S164_L004_R2_001.fastq.gz
MOSAIC-Sample1803,SciLife,MOSAIC-Sample1803,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1803/UD-2940-MOSAIC-Sample1803_S179_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1803/UD-2940-MOSAIC-Sample1803_S179_L004_R2_001.fastq.gz
MOSAIC-Sample1903,SciLife,MOSAIC-Sample1903,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1903/UD-2940-MOSAIC-Sample1903_S180_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample1903/UD-2940-MOSAIC-Sample1903_S180_L004_R2_001.fastq.gz
MOSAIC-Sample2003,SciLife,MOSAIC-Sample2003,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample2003/UD-2940-MOSAIC-Sample2003_S181_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample2003/UD-2940-MOSAIC-Sample2003_S181_L004_R2_001.fastq.gz
MOSAIC-Sample2103,SciLife,MOSAIC-Sample2103,UD-2940,,,,MOSAIC,DNA,MIME,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample2103/UD-2940-MOSAIC-Sample2103_S182_L004_R1_001.fastq.gz,/proj/fume/raw_data/central_arctic_ocean/UD-2940/210723_A00605_0257_AHGVTVDSX2/Sample_UD-2940-MOSAIC-Sample2103/UD-2940-MOSAIC-Sample2103_S182_L004_R2_001.fastq.gz
